"cve_id","product","id","flag"
"CVE-2020-35965","ffmpeg/ffmpeg","3e5959b3457f7f1856d997261e6ac672bba49e8b","(defined(CONFIG_AVCODEC)) & (defined(CONFIG_EXR_DECODER))"
"CVE-2020-35965","ffmpeg/ffmpeg","b0a8b40294ea212c1938348ff112ef1b9bf16bb3","(defined(CONFIG_AVCODEC)) & (defined(CONFIG_EXR_DECODER))"
"CVE-2020-36138","ffmpeg/ffmpeg","292e41ce650a7b5ca5de4ae87fff0d6a90d9fc97","(defined(CONFIG_AVCODEC)) & (defined(CONFIG_TIFF_DECODER))"
"CVE-2021-33815","ffmpeg/ffmpeg","26d3c81bc5ef2f8c3f09d45eaeacfb4b1139a777","(defined(CONFIG_AVCODEC)) & (defined(CONFIG_EXR_DECODER))"
"CVE-2021-38114","ffmpeg/ffmpeg","7150f9575671f898382c370acae35f9087a30ba1","(defined(CONFIG_AVCODEC)) & ((defined(CONFIG_DNXHD_DECODER)) | (defined(CONFIG_DNXHD_DEMUXER)))"
"CVE-2021-38171","ffmpeg/ffmpeg","9ffa49496d1aae4cbbb387aac28a9e061a6ab0a6","(defined(CONFIG_AVFORMAT)) & (defined(CONFIG_ADTS_MUXER))"
"CVE-2022-2566","ffmpeg/ffmpeg","c953baa084607dd1d84c3bfcce3cf6a87c3e6e05","(defined(CONFIG_AVFORMAT)) & (defined(CONFIG_MOV_DEMUXER))"
"CVE-2023-46407","ffmpeg/ffmpeg","bf814387f42e9b0dea9d75c03db4723c88e7d962","(defined(CONFIG_AVCODEC)) & (defined(CONFIG_JPEGXL_PARSER))"
"CVE-2023-47470","ffmpeg/ffmpeg","4565747056a11356210ed8edcecb920105e40b60","(defined(CONFIG_AVCODEC)) & (defined(CONFIG_EVCPARSE))"
"CVE-2023-50007","ffmpeg/ffmpeg","b1942734c7cbcdc9034034373abcc9ecb9644c47","(defined(CONFIG_AVFILTER)) & (defined(CONFIG_AFWTDN_FILTER))"
"CVE-2023-50008","ffmpeg/ffmpeg","5f87a68cf70dafeab2fb89b42e41a4c29053b89b","(defined(CONFIG_AVFILTER)) & (defined(CONFIG_COLORCORRECT_FILTER))"
"CVE-2024-22860","ffmpeg/ffmpeg","d2e8974699a9e35cc1a926bf74a972300d629cd5","(defined(CONFIG_AVFORMAT)) & (defined(CONFIG_JPEGXL_ANIM_DEMUXER))"
"CVE-2024-22861","ffmpeg/ffmpeg","87b8c1081959e45ffdcbabb3d53ac9882ef2b5ce","(defined(CONFIG_AVCODEC)) & ((defined(CONFIG_OSQ_DECODER)) | (defined(CONFIG_OSQ_DEMUXER)))"
"CVE-2024-22862","ffmpeg/ffmpeg","ca09d8a0dcd82e3128e62463231296aaf63ae6f7","(defined(CONFIG_AVCODEC)) & (defined(CONFIG_JPEGXL_PARSER))"
"CVE-2024-31578","ffmpeg/ffmpeg","3bb00c0a420c3ce83c6fafee30270d69622ccad7","defined(CONFIG_AVUTIL)"
"CVE-2024-31582","ffmpeg/ffmpeg","99debe5f823f45a482e1dc08de35879aa9c74bd2","(defined(CONFIG_AVFILTER)) & (defined(CONFIG_CODECVIEW_FILTER))"
"CVE-2024-31585","ffmpeg/ffmpeg","ab0fdaedd1e7224f7e84ea22fcbfaa4ca75a6c06","(defined(CONFIG_AVFILTER)) & ((defined(CONFIG_SHOWSPECTRUM_FILTER)) | (defined(CONFIG_SHOWSPECTRUMPIC_FILTER)))"
"CVE-2024-35365","ffmpeg/ffmpeg","ced5c5fdb8634d39ca9472a2026b2d2fea16c4e5","(~(defined(CONFIG_DISABLE_PROGRAMS))) & (defined(CONFIG_FFMPEG))"
"CVE-2024-35366","ffmpeg/ffmpeg","0bed22d597b78999151e3bde0768b7fe763fc2a6","(defined(CONFIG_AVFORMAT)) & (defined(CONFIG_SBG_DEMUXER))"
"CVE-2024-35367","ffmpeg/ffmpeg","09e6840cf7a3ee07a73c3ae88a020bf27ca1a667","(defined(HAVE_ALTIVEC)) & (defined(CONFIG_AVCODEC)) & ((defined(CONFIG_VP8DSP)) | (defined(CONFIG_VP7_DECODER)))"
"CVE-2024-35368","ffmpeg/ffmpeg","4513300989502090c4fd6560544dce399a8cd53c","(defined(CONFIG_AVCODEC)) & ((defined(CONFIG_H264_RKMPP_DECODER)) | (defined(CONFIG_HEVC_RKMPP_DECODER)) | (defined(CONFIG_VP8_RKMPP_DECODER)) | (defined(CONFIG_VP9_RKMPP_DECODER)))"
"CVE-2024-35369","ffmpeg/ffmpeg","0895ef0d6d6406ee6cd158fc4d47d80f201b8e9c","(defined(CONFIG_AVCODEC)) & (defined(CONFIG_SPEEX_DECODER))"
"CVE-2024-36613","ffmpeg/ffmpeg","50d8e4f27398fd5778485a827d7a2817921f8540","(defined(CONFIG_AVFORMAT)) & ((defined(CONFIG_DXA_DECODER)) | (defined(CONFIG_DXA_DEMUXER)))"
"CVE-2024-36615","ffmpeg/ffmpeg","0ba058579f332b3060d8470a04ddd3fbf305be61","(defined(CONFIG_AVCODEC)) & (defined(CONFIG_VP9_DECODER))"
"CVE-2024-36616","ffmpeg/ffmpeg","86f73277bf014e2ce36dd2594f1e0fb8b3bd6661","(defined(CONFIG_AVFORMAT)) & (defined(CONFIG_WSVQA_DEMUXER))"
"CVE-2024-36617","ffmpeg/ffmpeg","d973fcbcc2f944752ff10e6a76b0b2d9329937a7","(defined(CONFIG_AVFORMAT)) & (defined(CONFIG_CAF_DEMUXER))"
"CVE-2024-36618","ffmpeg/ffmpeg","7a089ed8e049e3bfcb22de1250b86f2106060857","(defined(CONFIG_AVFORMAT)) & (defined(CONFIG_AVI_DEMUXER))"
"CVE-2024-36619","ffmpeg/ffmpeg","28c7094b25b689185155a6833caf2747b94774a4","(defined(CONFIG_AVCODEC)) & ((defined(CONFIG_WAVARC_DECODER)) | (defined(CONFIG_WAVARC_DEMUXER)))"
"CVE-2005-4881","linux/linux_kernel","9ef1d4c7c7aca1cd436612b6ca785b726ffb8ed8","((defined(WE_EVENT_NETLINK)) & (defined(CONFIG_NET_RADIO)) & (defined(CONFIG_NET))) | ((defined(CONFIG_IPV6)) & (~($(CONFIG_IPV6) = )) & (defined(CONFIG_NET))) | ((defined(CONFIG_NET_CLS_POLICE)) & (defined(CONFIG_NET_SCH_CBQ)) & ((defined(CONFIG_NET)) | (defined(CONFIG_NET_SCHED))) & (defined(CONFIG_NET))) | ((defined(CONFIG_NET_CLS_ACT)) & ((defined(CONFIG_NET)) | (defined(CONFIG_NET_SCHED))) & (defined(CONFIG_NET))) | ((defined(CONFIG_NET_SCHED)) & ((defined(CONFIG_NET)) | (defined(CONFIG_NET_SCHED))) & (defined(CONFIG_NET))) | ((defined(CONFIG_NET_CLS)) & ((defined(CONFIG_NET)) | (defined(CONFIG_NET_SCHED))) & (defined(CONFIG_NET))) | ((defined(CONFIG_IP_MROUTE)) & (defined(CONFIG_INET)) & (defined(CONFIG_NET))) | (defined(CONFIG_NET))"
"CVE-2006-7203","linux/linux_kernel","822191a2fa1584a29c3224ab328507adcaeac1ab","defined(CONFIG_COMPAT)"
"CVE-2007-1592","linux/linux_kernel","d35690beda1429544d46c8eb34b2e3a8c37ab299","(defined(CONFIG_IPV6)) & (~($(CONFIG_IPV6) = )) & (defined(CONFIG_NET))"
"CVE-2007-2480","linux/linux_kernel","de34ed91c4ffa4727964a832c46e624dd1495cf5","(defined(CONFIG_INET)) & (defined(CONFIG_NET))"
"CVE-2007-3642","linux/linux_kernel","25845b5155b55cd77e42655ec24161ba3feffa47","(defined(CONFIG_NF_CONNTRACK_H323)) & (defined(CONFIG_NETFILTER)) & (defined(CONFIG_NET))"
"CVE-2007-4567","linux/linux_kernel","e76b2b2567b83448c2ee85a896433b96150c92e6","(defined(CONFIG_IPV6)) & (~($(CONFIG_IPV6) = )) & (defined(CONFIG_NET))"
"CVE-2007-4571","linux/linux_kernel","ccec6e2c4a74adf76ed4e2478091a311b1806212","(defined(CONFIG_SND_PCM)) & (defined(CONFIG_SND))"
"CVE-2007-4997","linux/linux_kernel","04045f98e0457aba7d4e6736f37eed189c48a5f7","(defined(CONFIG_IEEE80211)) & (defined(CONFIG_NET))"
"CVE-2007-6151","linux/linux_kernel","eafe1aa37e6ec2d56f14732b5240c4dd09f0613a","(defined(CONFIG_ISDN_I4L)) & (defined(CONFIG_ISDN))"
"CVE-2007-6206","linux/linux_kernel","c46f739dd39db3b07ab5deb4e3ec81e1c04a91af","True"
"CVE-2007-6716","linux/linux_kernel","848c4dd5153c7a0de55470ce99a8e13a63b4703f","$(CONFIG_BLOCK) = y"
"CVE-2007-6761","linux/linux_kernel","0b29669c065f60501e7289e1950fa2a618962358","(defined(CONFIG_VIDEOBUF_VMALLOC)) & (defined(CONFIG_VIDEO_DEV))"
"CVE-2007-6762","linux/linux_kernel","2a2f11c227bdf292b3a2900ad04139d301b56ac4","(defined(CONFIG_NETLABEL)) & (defined(CONFIG_NET))"
"CVE-2008-0001","linux/linux_kernel","974a9f0b47da74e28f68b9c8645c3786aa5ace1a","True"
"CVE-2008-1673","linux/linux_kernel","ddb2c43594f22843e9f3153da151deaba1a834c5","(defined(CONFIG_CIFS)) | ((defined(CONFIG_NF_NAT_SNMP_BASIC)) & (defined(CONFIG_NETFILTER)) & (defined(CONFIG_INET)) & (defined(CONFIG_NET)))"
"CVE-2008-2750","linux/linux_kernel","6b6707a50c7598a83820077393f8823ab791abf8","defined(CONFIG_PPPOL2TP)"
"CVE-2008-2826","linux/linux_kernel","735ce972fbc8a65fb17788debd7bbe7b4383cc62","(defined(CONFIG_IP_SCTP)) & (defined(CONFIG_NET))"
"CVE-2008-2931","linux/linux_kernel","ee6f958291e2a768fd727e7a67badfff0b67711a","True"
"CVE-2008-3272","linux/linux_kernel","82e68f7ffec3800425f2391c8c86277606860442","(defined(CONFIG_SND_SEQUENCER)) & ($(CONFIG_SND_SEQUENCER_OSS) = y) & (defined(CONFIG_SND))"
"CVE-2008-3275","linux/linux_kernel","d70b67c8bc72ee23b55381bd6a884f4796692f77","True"
"CVE-2008-3525","linux/linux_kernel","f2455eb176ac87081bbfc9a44b21c7cd2bc1967e","(defined(CONFIG_SBNI)) & (defined(CONFIG_WAN))"
"CVE-2008-3686","linux/linux_kernel","5e0115e500fe9dd2ca11e6f92db9123204f1327a","(defined(CONFIG_IPV6)) & (~($(CONFIG_IPV6) = )) & (defined(CONFIG_NET))"
"CVE-2008-3792","linux/linux_kernel","5e739d1752aca4e8f3e794d431503bfca3162df4","(defined(CONFIG_IP_SCTP)) & (defined(CONFIG_NET))"
"CVE-2008-3911","linux/linux_kernel","27df6f25ff218072e0e879a96beeb398a79cdbc8","(defined(RPC_DEBUG)) & (defined(CONFIG_SYSCTL)) & (defined(CONFIG_SUNRPC)) & (defined(CONFIG_NET))"
"CVE-2008-3915","linux/linux_kernel","91b80969ba466ba4b915a4a1d03add8c297add3f","(defined(CONFIG_NFSD_V4)) & (defined(CONFIG_NFSD))"
"CVE-2008-5033","linux/linux_kernel","5ba2f67afb02c5302b2898949ed6fc3b3d37dcf1","defined(CONFIG_VIDEO_TVAUDIO)"
"CVE-2008-7316","linux/linux_kernel","124d3b7041f9a0ca7c43a6293e1cae4576c32fd5","True"
"CVE-2009-0065","linux/linux_kernel","9fcb95a105758b81ef0131cd18e2db5149f13e95","(defined(CONFIG_IP_SCTP)) & (defined(CONFIG_NET))"
"CVE-2009-0675","linux/linux_kernel","c25b9abbc2c2c0da88e180c3933d6e773245815a","defined(CONFIG_SKFP)"
"CVE-2009-0676","linux/linux_kernel","df0bca049d01c0ee94afb7cd5dfd959541e6c8da","defined(CONFIG_NET)"
"CVE-2009-0745","linux/linux_kernel","fdff73f094e7220602cc3f8959c7230517976412","defined(CONFIG_EXT4_FS)"
"CVE-2009-0746","linux/linux_kernel","e6b8bc09ba2075cd91fbffefcd2778b1a00bd76f","defined(CONFIG_EXT4_FS)"
"CVE-2009-0748","linux/linux_kernel","4ec110281379826c5cf6ed14735e47027c3c5765","defined(CONFIG_EXT4_FS)"
"CVE-2009-0778","linux/linux_kernel","7c0ecc4c4f8fd90988aab8a95297b9c0038b6160","(defined(CONFIG_INET)) & (defined(CONFIG_NET))"
"CVE-2009-0787","linux/linux_kernel","8faece5f906725c10e7a1f6caf84452abadbdc7b","defined(CONFIG_ECRYPT_FS)"
"CVE-2009-0859","linux/linux_kernel","a68e61e8ff2d46327a37b69056998b47745db6fa","defined(CONFIG_SYSVIPC)"
"CVE-2009-1192","linux/linux_kernel","59de2bebabc5027f93df999d59cc65df591c3e6e","defined(CONFIG_AGP)"
"CVE-2009-1243","linux/linux_kernel","30842f2989aacfaba3ccb39829b3417be9313dbe","(defined(CONFIG_PROC_FS)) & (defined(CONFIG_INET)) & (defined(CONFIG_NET))"
"CVE-2009-1265","linux/linux_kernel","83e0bbcbe2145f160fbaa109b0439dae7f4a38a9","((defined(CONFIG_NETROM)) & (defined(CONFIG_NET))) | ((defined(CONFIG_ROSE)) & (defined(CONFIG_NET))) | ((defined(CONFIG_X25)) & (defined(CONFIG_NET)))"
"CVE-2009-1298","linux/linux_kernel","bbf31bf18d34caa87dd01f08bf713635593697f2","(defined(CONFIG_INET)) & (defined(CONFIG_NET))"
"CVE-2009-1336","linux/linux_kernel","54af3bb543c071769141387a42deaaab5074da55","(defined(CONFIG_NFS_FS)) | ((defined(CONFIG_NFS_V4)) & (defined(CONFIG_NFS_FS)))"
"CVE-2009-1337","linux/linux_kernel","432870dab85a2f69dc417022646cb9a70acf7f94","True"
"CVE-2009-1338","linux/linux_kernel","d25141a818383b3c3b09f065698c544a7a0ec6e7","True"
"CVE-2009-1385","linux/linux_kernel","ea30e11970a96cfe5e32c03a29332554573b4a10","defined(CONFIG_E1000)"
"CVE-2009-1389","linux/linux_kernel","fdd7b4c3302c93f6833e338903ea77245eb510b4","defined(CONFIG_R8169)"
"CVE-2009-1527","linux/linux_kernel","cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb","True"
"CVE-2009-1633","linux/linux_kernel","27b87fe52baba0a55e9723030e76fce94fabcea4","defined(CONFIG_CIFS)"
"CVE-2009-1897","linux/linux_kernel","3c8a9c63d5fd738c261bd0ceece04d9c8357ca13","defined(CONFIG_TUN)"
"CVE-2009-1961","linux/linux_kernel","7bfac9ecf0585962fe13584f5cf526d8c8e76f17","True"
"CVE-2009-2406","linux/linux_kernel","6352a29305373ae6196491e6d4669f301e26492e","defined(CONFIG_ECRYPT_FS)"
"CVE-2009-2407","linux/linux_kernel","f151cd2c54ddc7714e2f740681350476cda03a28","defined(CONFIG_ECRYPT_FS)"
"CVE-2009-2691","linux/linux_kernel","00f89d218523b9bf6b522349c039d5ac80aa536d","(defined(CONFIG_PROC_FS)) | ((defined(CONFIG_MMU)) & (defined(CONFIG_PROC_FS)))"
"CVE-2009-2691","linux/linux_kernel","704b836cbf19e885f8366bccb2e4b0474346c02d","defined(CONFIG_PROC_FS)"
"CVE-2009-2691","linux/linux_kernel","13f0feafa6b8aead57a2a328e2fca6a5828bf286","defined(CONFIG_PROC_FS)"
"CVE-2009-2692","linux/linux_kernel","e694958388c50148389b0e9b9e9e8945cf0f1b98","defined(CONFIG_NET)"
"CVE-2009-2695","linux/linux_kernel","ab5a91a8364c3d6fc617abc47cc81d162c01d90a","defined(CONFIG_SECURITY)"
"CVE-2009-2698","linux/linux_kernel","1e0c14f49d6b393179f423abbac47f85618d3d46","((defined(CONFIG_INET)) & (defined(CONFIG_NET))) | ((defined(CONFIG_IPV6)) & (~($(CONFIG_IPV6) = )) & (defined(CONFIG_NET)))"
"CVE-2009-2767","linux/linux_kernel","70d715fd0597f18528f389b5ac59102263067744","True"
"CVE-2009-2768","linux/linux_kernel","3440625d78711bee41a84cf29c3d8c579b522666","(defined(CONFIG_BINFMT_SHARED_FLAT)) & (defined(CONFIG_BINFMT_FLAT))"
"CVE-2009-2844","linux/linux_kernel","cd3468bad96c00b5a512f551674f36776129520e","(defined(CONFIG_CFG80211)) & (defined(CONFIG_NET))"
"CVE-2009-2846","linux/linux_kernel","6b4dbcd86a9d464057fcc7abe4d0574093071fcc","(defined(CONFIG_EISA)) & (defined(CONFIG_PARISC))"
"CVE-2009-2847","linux/linux_kernel","0083fc2c50e6c5127c2802ad323adf8143ab7856","True"
"CVE-2009-3001","linux/linux_kernel","28e9fc592cb8c7a43e4d3147b38be6032a0e81bc","(defined(CONFIG_LLC2)) & (defined(CONFIG_LLC)) & (defined(CONFIG_NET))"
"CVE-2009-3002","linux/linux_kernel","80922bbb12a105f858a8f0abb879cb4302d0ecaa","(defined(CONFIG_ECONET)) & (defined(CONFIG_NET))"
"CVE-2009-3002","linux/linux_kernel","f6b97b29513950bfbf621a83d85b6f86b39ec8db","(defined(CONFIG_NETROM)) & (defined(CONFIG_NET))"
"CVE-2009-3002","linux/linux_kernel","3d392475c873c10c10d6d96b94d092a34ebd4791","(defined(CONFIG_ATALK)) & (defined(CONFIG_NET))"
"CVE-2009-3002","linux/linux_kernel","17ac2e9c58b69a1e25460a568eae1b0dc0188c25","(defined(CONFIG_ROSE)) & (defined(CONFIG_NET))"
"CVE-2009-3002","linux/linux_kernel","09384dfc76e526c3993c09c42e016372dc9dd22c","(defined(CONFIG_IRDA)) & (defined(CONFIG_NET))"
"CVE-2009-3002","linux/linux_kernel","e84b90ae5eb3c112d1f208964df1d8156a538289","(defined(CONFIG_CAN_RAW)) & (defined(CONFIG_CAN)) & (defined(CONFIG_NET))"
"CVE-2009-3043","linux/linux_kernel","5c58ceff103d8a654f24769bb1baaf84a841b0cc","True"
"CVE-2009-3080","linux/linux_kernel","690e744869f3262855b83b4fb59199cf142765b0","(defined(CONFIG_SCSI_GDTH)) & (defined(CONFIG_SCSI))"
"CVE-2009-3228","linux/linux_kernel","16ebb5e0b36ceadc8186f71d68b0c4fa4b6e781b","(defined(CONFIG_NET_SCHED)) & ((defined(CONFIG_NET)) | (defined(CONFIG_NET_SCHED))) & (defined(CONFIG_NET))"
"CVE-2009-3238","linux/linux_kernel","8a0a9bd4db63bc45e3017bedeafbd88d0eb84d02","True"
"CVE-2009-3280","linux/linux_kernel","fcc6cb0c13555e78c2d47257b6d1b5e59b0c419a","(defined(CONFIG_CFG80211)) & (defined(CONFIG_NET))"
"CVE-2009-3547","linux/linux_kernel","ad3960243e55320d74195fb85c975e0a8cc4466c","True"
"CVE-2009-3612","linux/linux_kernel","ad61df918c44316940404891d5082c63e79c256a","(defined(CONFIG_NET_CLS)) & (defined(CONFIG_NET))"
"CVE-2009-3613","linux/linux_kernel","a866bbf6aacf95f849810079442a20be118ce905","defined(CONFIG_R8169)"
"CVE-2009-3613","linux/linux_kernel","97d477a914b146e7e6722ded21afa79886ae8ccd","defined(CONFIG_R8169)"
"CVE-2009-3623","linux/linux_kernel","886e3b7fe6054230c89ae078a09565ed183ecc73","(defined(CONFIG_NFSD_V4)) & (defined(CONFIG_NFSD))"
"CVE-2009-3624","linux/linux_kernel","21279cfa107af07ef985539ac0de2152b9cba5f5","defined(CONFIG_KEYS)"
"CVE-2009-3638","linux/linux_kernel","6a54435560efdab1a08f429a954df4d6c740bddf","(defined(CONFIG_KVM)) & (ARCH = x86)"
"CVE-2009-3640","linux/linux_kernel","88c808fd42b53a7e01a2ac3253ef31fef74cb5af","(defined(CONFIG_KVM)) & (ARCH = x86)"
"CVE-2009-3726","linux/linux_kernel","d953126a28f97ec965d23c69fd5795854c048f30","(defined(CONFIG_NFS_V4)) & (defined(CONFIG_NFS_FS))"
"CVE-2009-3889","linux/linux_kernel","66dca9b8c50b5e59d3bea8b21cee5c6dae6c9c46","(defined(CONFIG_MEGARAID_SAS)) & ((defined(CONFIG_MEGARAID_NEWGEN)) | (defined(CONFIG_MEGARAID_SAS))) & (defined(CONFIG_SCSI))"
"CVE-2009-4004","linux/linux_kernel","a9e38c3e01ad242fe2a625354cf065c34b01e3aa","(defined(CONFIG_KVM)) & (ARCH = x86)"
"CVE-2009-4005","linux/linux_kernel","286e633ef0ff5bb63c07b4516665da8004966fec","(defined(CONFIG_HISAX_HFCUSB)) & (defined(CONFIG_ISDN_DRV_HISAX)) & (defined(CONFIG_ISDN))"
"CVE-2009-4021","linux/linux_kernel","f60311d5f7670d9539b424e4ed8b5c0872fc9e83","defined(CONFIG_FUSE_FS)"
"CVE-2009-4131","linux/linux_kernel","4a58579b9e4e2a35d57e6c9c8483e52f6f1b7fd6","defined(CONFIG_EXT4_FS)"
"CVE-2009-4138","linux/linux_kernel","8c0c0cc2d9f4c523fde04bdfe41e4380dec8ee54","(defined(CONFIG_FIREWIRE_OHCI)) & (defined(CONFIG_FIREWIRE))"
"CVE-2009-4141","linux/linux_kernel","53281b6d34d44308372d16acb7fb5327609f68b6","True"
"CVE-2009-4272","linux/linux_kernel","73e42897e8e5619eacb787d2ce69be12f47cfc21","(defined(CONFIG_INET)) & (defined(CONFIG_NET))"
"CVE-2009-4307","linux/linux_kernel","503358ae01b70ce6909d19dd01287093f6b6271c","defined(CONFIG_EXT4_FS)"
"CVE-2009-4308","linux/linux_kernel","78f1ddbb498283c2445c11b0dfa666424c301803","defined(CONFIG_EXT4_FS)"
"CVE-2009-4895","linux/linux_kernel","703625118069f9f8960d356676662d3db5a9d116","True"
"CVE-2010-0003","linux/linux_kernel","b45c6e76bc2c72f6426c14bed64fdcbc9bf37cb0","(defined(__i386__)) & (~(defined(__arch_um__)))"
"CVE-2010-0006","linux/linux_kernel","2570a4f5428bcdb1077622342181755741e7fa60","((defined(CONFIG_IPV6_MIP6_MODULE)) | (defined(CONFIG_IPV6_MIP6))) & (defined(CONFIG_IPV6)) & (~($(CONFIG_IPV6) = )) & (defined(CONFIG_NET))"
"CVE-2010-0007","linux/linux_kernel","dce766af541f6605fa9889892c0280bab31c66ab","(defined(CONFIG_BRIDGE_NF_EBTABLES)) & (defined(CONFIG_BRIDGE)) & (defined(CONFIG_NET))"
"CVE-2010-0415","linux/linux_kernel","6f5a55f1a6c5abee15a0e878e5c74d9f1569b8b0","(defined(CONFIG_NUMA)) & (defined(CONFIG_MIGRATION))"
"CVE-2010-0437","linux/linux_kernel","e550dfb0c2c31b6363aa463a035fc9f8dcaa3c9b","(defined(CONFIG_IPV6)) & (~($(CONFIG_IPV6) = )) & (defined(CONFIG_NET))"
"CVE-2010-0622","linux/linux_kernel","51246bfd189064079c54421507236fd2723b18f3","defined(CONFIG_FUTEX)"
"CVE-2010-0623","linux/linux_kernel","5ecb01cfdf96c5f465192bdb2a4fd4a61a24c6cc","defined(CONFIG_FUTEX)"
"CVE-2010-1084","linux/linux_kernel","101545f6fef4a0a3ea8daf0b5b880df2c6a92a69","((defined(CONFIG_BT_SCO)) & (defined(CONFIG_BT)) & (defined(CONFIG_NET))) | ((defined(CONFIG_BT_L2CAP)) & (defined(CONFIG_BT)) & (defined(CONFIG_NET))) | ((defined(CONFIG_BT_RFCOMM)) & (defined(CONFIG_BT)) & (defined(CONFIG_NET)))"
"CVE-2010-1086","linux/linux_kernel","29e1fa3565a7951cc415c634eb2b78dbdbee151d","defined(CONFIG_DVB_CORE)"
"CVE-2010-1087","linux/linux_kernel","9f557cd8073104b39528794d44e129331ded649f","defined(CONFIG_NFS_FS)"
"CVE-2010-1088","linux/linux_kernel","ac278a9c505092dd82077a2446af8f9fc0d9c095","True"
"CVE-2010-1162","linux/linux_kernel","6da8d866d0d39e9509ff826660f6a86a6757c966","True"
"CVE-2010-1488","linux/linux_kernel","b95c35e76b29ba812e5dabdd91592e25ec640e93","defined(CONFIG_PROC_FS)"
"CVE-2010-1636","linux/linux_kernel","5dc6416414fb3ec6e2825fd4d20c8bf1d7fe0395","defined(CONFIG_BTRFS_FS)"
"CVE-2010-1641","linux/linux_kernel","7df0e0397b9a18358573274db9fdab991941062f","defined(CONFIG_GFS2_FS)"
"CVE-2010-2066","linux/linux_kernel","1f5a81e41f8b1a782c68d3843e9ec1bfaadf7d72","defined(CONFIG_EXT4_FS)"
"CVE-2010-2071","linux/linux_kernel","2f26afba46f0ebf155cf9be746496a0304a5b7cf","(defined(CONFIG_BTRFS_FS_POSIX_ACL)) & (defined(CONFIG_BTRFS_FS))"
"CVE-2010-2226","linux/linux_kernel","1817176a86352f65210139d4c794ad2d19fc6b63","defined(CONFIG_XFS_FS)"
"CVE-2010-2248","linux/linux_kernel","6513a81e9325d712f1bfb9a1d7b750134e49ff18","defined(CONFIG_CIFS)"
"CVE-2010-2478","linux/linux_kernel","db048b69037e7fa6a7d9e95a1271a50dc08ae233","defined(CONFIG_NET)"
"CVE-2010-2492","linux/linux_kernel","a6f80fb7b5986fda663d94079d3bba0937a6b6ff","defined(CONFIG_ECRYPT_FS)"
"CVE-2010-2495","linux/linux_kernel","3feec9095d12e311b7d4eb7fe7e5dfa75d4a72a5","defined(CONFIG_PPPOL2TP)"
"CVE-2010-2521","linux/linux_kernel","2bc3c1179c781b359d4f2f3439cb3df72afc17fc","(defined(CONFIG_NFSD_V4)) & (defined(CONFIG_NFSD))"
"CVE-2010-2537","linux/linux_kernel","2ebc3464781ad24474abcbd2274e6254689853b5","defined(CONFIG_BTRFS_FS)"
"CVE-2010-2653","linux/linux_kernel","320718ee074acce5ffced6506cb51af1388942aa","defined(CONFIG_HVC_DRIVER)"
"CVE-2010-2798","linux/linux_kernel","728a756b8fcd22d80e2dbba8117a8a3aafd3f203","defined(CONFIG_GFS2_FS)"
"CVE-2010-2803","linux/linux_kernel","b9f0aee83335db1f3915f4e42a5e21b351740afd","defined(CONFIG_DRM)"
"CVE-2010-2943","linux/linux_kernel","7124fe0a5b619d65b739477b3b55a20bf805b06d","defined(CONFIG_XFS_FS)"
"CVE-2010-2946","linux/linux_kernel","aca0fa34bdaba39bfddddba8ca70dba4782e8fe6","defined(CONFIG_JFS_FS)"
"CVE-2010-2959","linux/linux_kernel","5b75c4973ce779520b9d1e392483207d6f842cde","(defined(CONFIG_CAN_BCM)) & (defined(CONFIG_CAN)) & (defined(CONFIG_NET))"
"CVE-2010-2962","linux/linux_kernel","ce9d419dbecc292cc3e06e8b1d6d123d3fa813a4","defined(CONFIG_DRM_I915)"
"CVE-2010-2963","linux/linux_kernel","3e645d6b485446c54c6745c5e2cf5c528fe4deec","(defined(CONFIG_VIDEO_V4L1_COMPAT)) & (defined(CONFIG_COMPAT)) & ($(CONFIG_COMPAT) = y) & (defined(CONFIG_VIDEO_DEV))"
"CVE-2010-3066","linux/linux_kernel","87e2831c3fa39cbf6f7ab676bb5aef039b9659e2","True"
"CVE-2010-3067","linux/linux_kernel","75e1c70fc31490ef8a373ea2a4bea2524099b478","defined(CONFIG_AIO)"
"CVE-2010-3079","linux/linux_kernel","9c55cb12c1c172e2d51e85fbb5a4796ca86b77e7","(defined(CONFIG_FUNCTION_TRACER)) & ((defined(CONFIG_RING_BUFFER)) | (defined(CONFIG_FUNCTION_TRACER)) | (defined(CONFIG_TRACING)) | (defined(CONFIG_X86_DS)))"
"CVE-2010-3080","linux/linux_kernel","27f7ad53829f79e799a253285318bff79ece15bd","(defined(CONFIG_SND_SEQUENCER)) & ($(CONFIG_SND_SEQUENCER_OSS) = y) & (defined(CONFIG_SND))"
"CVE-2010-3084","linux/linux_kernel","ee9c5cfad29c8a13199962614b9b16f1c4137ac9","defined(CONFIG_NIU)"
"CVE-2010-3432","linux/linux_kernel","4bdab43323b459900578b200a4b8cf9713ac8fab","(defined(CONFIG_IP_SCTP)) & (defined(CONFIG_NET))"
"CVE-2010-3437","linux/linux_kernel","252a52aa4fa22a668f019e55b3aac3ff71ec1c29","defined(CONFIG_CDROM_PKTCDVD)"
"CVE-2010-3848","linux/linux_kernel","a27e13d370415add3487949c60810e36069a23a6","(defined(CONFIG_ECONET)) & (defined(CONFIG_NET))"
